date,rented_bike_count,hour,temp_celcius,humidity_percent,wind_speed_m_per_s,visibility_10m,dew_point_temp_celcius,solar_radiation_mj_per_m2,rainfall_mm,snowfall_cm,seasons,holiday,functioning_day
01/16/2018,650,8,12,68,6,0.19462747085656362,-40,0.0,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,376,9,19,65,8,0.1900658895083629,-39,0.06,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,221,10,27,60,5,0.1849974657881399,-43,0.18,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,256,11,39,57,8,0.17029903699949317,-38,0.28,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,276,12,52,52,12,0.16320324379118095,-38,0.45,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,296,13,58,47,8,0.17992904206791688,-46,0.53,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,276,14,65,43,8,0.22351748606183477,-52,0.52,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,250,15,63,40,3,0.2387227572225038,-63,0.19,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,277,16,58,50,9,0.26355803345159656,-38,0.11,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,381,17,52,58,8,0.22047643182970098,-24,0.08,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,592,18,49,59,14,0.20273694880892043,-24,0.0,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,409,19,46,57,10,0.20527116066903192,-32,0.0,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,332,20,45,58,8,0.1804358844399392,-30,0.0,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,342,21,43,56,7,0.20628484541307654,-37,0.0,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,321,22,40,57,3,0.20425747592498733,-37,0.0,0.0,0.0,Winter,No Holiday,Yes
01/16/2018,242,23,39,60,9,0.17840851495184998,-31,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,204,0,35,62,4,0.17992904206791688,-31,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,183,1,33,64,4,0.15813482007095794,-28,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,140,2,31,65,8,0.1434363912823112,-28,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,75,3,30,67,8,0.1368474404460213,-25,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,55,4,30,68,5,0.14951849974657883,-23,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,72,5,29,66,8,0.15103902686264573,-28,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,115,6,27,71,11,0.12316269640141916,-20,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,272,7,25,71,9,0.13279270146984287,-22,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,537,8,26,70,6,0.13634059807399898,-23,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,337,9,30,66,7,0.141409021794222,-27,0.12,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,212,10,43,58,5,0.1895590471363406,-32,0.23,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,270,11,60,51,10,0.20729853015712113,-33,0.55,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,310,12,81,51,14,0.17232640648758235,-14,0.75,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,273,13,80,54,18,0.20679168778509885,-7,0.57,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,258,14,77,54,26,0.1449569183983781,-10,0.58,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,278,15,85,49,13,0.1890522047643183,-16,0.73,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,314,16,83,54,12,0.15357323872275722,-4,0.44,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,380,17,72,57,33,0.15965534718702484,-7,0.19,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,501,18,52,62,29,0.2412569690826153,-15,0.01,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,360,19,42,68,24,0.21236695387734414,-11,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,286,20,35,72,17,0.16928535225544855,-10,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,320,21,31,74,11,0.15509376583882412,-10,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,313,22,28,74,5,0.1429295489102889,-13,0.0,0.0,0.0,Winter,No Holiday,Yes
01/17/2018,227,23,27,74,8,0.1338063862138875,-14,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,215,0,27,73,10,0.13329954384186518,-16,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,190,1,32,72,19,0.141409021794222,-13,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,137,2,33,73,12,0.1322858590978206,-10,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,95,3,36,74,17,0.12468322351748606,-6,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,50,4,33,80,21,0.10390268626457172,1,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,68,5,26,82,20,0.10238215914850482,-1,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,107,6,22,82,20,0.0932589964521034,-5,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,279,7,15,86,11,0.08210846426761277,-5,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,537,8,11,86,12,0.08616320324379119,-9,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,305,9,12,84,21,0.0927521540800811,-12,0.07,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,188,10,14,81,21,0.11556006082108464,-15,0.21,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,261,11,18,75,18,0.1388748099341105,-21,0.35,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,267,12,25,72,24,0.11606690319310695,-20,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,307,13,35,54,32,0.22098327420172326,-49,0.68,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,301,14,44,42,23,0.35073492143943236,-74,0.72,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,269,15,42,36,23,0.47136340598074,-95,0.57,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,328,16,36,42,24,0.43385707045108973,-81,0.29,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,416,17,28,46,21,0.42118601115053217,-76,0.14,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,506,18,20,39,21,0.6244298023314748,-105,0.01,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,365,19,15,41,10,0.5995945261023821,-103,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,303,20,11,44,12,0.5798276735935124,-98,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,339,21,8,45,15,0.5864166244298022,-98,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,318,22,7,45,20,0.5357323872275722,-99,0.0,0.0,0.0,Winter,No Holiday,Yes
01/18/2018,232,23,6,47,23,0.5164723770907247,-94,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,211,0,3,45,18,0.5712113532691332,-102,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,207,1,0,43,17,0.6198682209832741,-111,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,140,2,-3,44,17,0.6426761277242777,-111,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,93,3,-6,43,17,0.6533198175367461,-116,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,58,4,-7,45,14,0.6153066396350735,-111,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,61,5,-14,47,14,0.6457171819564115,-112,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,151,6,-18,49,14,0.675114039533705,-111,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,334,7,-20,49,19,0.6355803345159655,-113,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,648,8,-25,50,10,0.6355803345159655,-115,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,387,9,-21,42,13,0.7562088190572731,-133,0.17,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,255,10,0,29,13,0.7932083122149011,-159,0.52,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,283,11,22,20,6,0.895590471363406,-185,0.83,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,341,12,43,28,15,0.9280283831728332,-126,0.98,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,341,13,47,26,26,0.6806893056259503,-132,1.11,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,349,14,47,24,36,0.772934617334009,-142,1.08,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,381,15,54,25,24,0.8408514951849975,-131,0.9,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,390,16,49,27,28,0.8215914850481499,-125,0.65,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,468,17,41,34,31,0.9036999493157627,-103,0.28,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,702,18,29,45,16,0.8119614799797262,-78,0.04,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,471,19,20,48,18,0.7562088190572731,-78,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,342,20,12,51,6,0.7688798783578307,-78,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,331,21,5,52,8,0.794728839330968,-82,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,292,22,0,56,8,0.7688798783578307,-77,0.0,0.0,0.0,Winter,No Holiday,Yes
01/19/2018,236,23,-5,59,9,0.7399898631525595,-75,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,228,0,-6,60,6,0.7126203750633553,-74,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,258,1,-9,64,4,0.631525595539787,-68,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,216,2,-9,65,6,0.680182463253928,-66,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,118,3,-9,65,2,0.675114039533705,-66,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,89,4,-7,65,6,0.6077040040547389,-64,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,56,5,-3,62,6,0.4232133806386214,-67,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,50,6,-1,60,4,0.533705017739483,-69,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,101,7,2,60,3,0.5666497719209326,-66,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,191,8,3,63,4,0.5641155600608211,-59,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,234,9,9,63,9,0.538773441459706,-53,0.07,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,259,10,21,60,12,0.49569183983781046,-48,0.3,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,285,11,37,59,18,0.48200709579320833,-35,0.51,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,325,12,53,55,26,0.44450076026355806,-30,0.85,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,356,13,63,55,30,0.3877344145970603,-20,0.85,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,334,14,59,61,32,0.30207805372529145,-10,0.52,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,406,15,63,55,30,0.16624429802331475,-20,0.68,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,352,16,66,42,30,0.16624429802331475,-54,0.48,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,377,17,57,53,18,0.12620375063355296,-31,0.22,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,283,18,46,55,32,0.10390268626457172,-36,0.03,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,223,19,35,66,17,0.08109477952356817,-22,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,219,20,29,66,12,0.07399898631525596,-28,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,220,21,21,48,28,0.16168271667511405,-77,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,232,22,15,48,24,0.2002027369488089,-83,0.0,0.0,0.0,Winter,No Holiday,Yes
01/20/2018,164,23,8,53,17,0.17992904206791688,-77,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,196,0,-3,60,19,0.15864166244298022,-71,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,177,1,-8,58,4,0.1890522047643183,-80,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,107,2,-15,63,10,0.1789153573238723,-76,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,107,3,-20,60,5,0.22655854029396857,-87,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,73,4,-23,47,7,0.48504815002534213,-121,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,32,5,-26,49,11,0.5261023821591484,-118,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,36,6,-31,54,14,0.5119107957425241,-111,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,61,7,-32,54,12,0.5504308160162189,-112,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,115,8,-36,53,5,0.6082108464267613,-118,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,152,9,-32,46,8,0.5392802838317283,-132,0.15,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,189,10,-13,37,8,0.52863659401926,-141,0.47,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,216,11,19,25,10,0.7430309173846933,-161,0.78,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,271,12,39,30,16,0.5362392295995945,-121,0.91,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,343,13,49,22,20,0.7192093258996451,-150,1.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,340,14,54,18,12,0.9609731373542828,-170,0.96,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,389,15,54,20,22,0.9442473390775469,-158,0.8,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,396,16,47,17,21,1.0,-183,0.55,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,383,17,38,20,13,1.0,-171,0.24,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,295,18,25,24,20,1.0,-160,0.02,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,223,19,13,25,13,1.0,-166,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,258,20,3,27,4,1.0,-165,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,237,21,-1,29,5,1.0,-160,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,207,22,-3,32,7,1.0,-150,0.0,0.0,0.0,Winter,No Holiday,Yes
01/21/2018,170,23,-4,32,6,1.0,-151,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,171,0,-2,30,4,1.0,-157,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,97,1,-2,32,7,1.0,-149,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,73,2,-2,33,14,1.0,-145,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,53,3,-3,31,3,1.0,-154,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,31,4,0,32,4,1.0,-147,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,60,5,0,32,7,1.0,-147,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,165,6,0,33,4,1.0,-143,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,316,7,-4,34,10,0.9944247339077545,-143,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,683,8,-7,32,5,0.9954384186517993,-153,0.0,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,365,9,1,33,8,0.9498226051697921,-143,0.06,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,221,10,11,31,7,0.9483020780537252,-141,0.25,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,277,11,24,27,9,0.8966041561074505,-147,0.47,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,323,12,39,28,9,0.6872782564622402,-129,0.6,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,281,13,39,33,6,0.6193613786112518,-109,0.19,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,249,14,33,73,4,0.36340598073998986,-10,0.11,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,63,15,36,69,18,0.31829700963000507,-15,0.17,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,18,16,20,87,19,0.05727318803852002,0,0.03,0.0,0.0,Winter,No Holiday,Yes
01/22/2018,43,17,13,93,12,0.02736948808920426,2,0.03,0.0,0.2,Winter,No Holiday,Yes
01/22/2018,170,18,11,96,30,0.08109477952356817,5,0.0,3.3,1.0,Winter,No Holiday,Yes
01/22/2018,167,19,-1,88,32,0.2812975164723771,-18,0.0,0.0,1.0,Winter,No Holiday,Yes
01/22/2018,181,20,-8,85,29,0.4100354789660416,-30,0.0,0.0,1.0,Winter,No Holiday,Yes
01/22/2018,187,21,-18,85,29,0.2853522554485555,-39,0.0,0.0,1.0,Winter,No Holiday,Yes
01/22/2018,170,22,-32,81,39,0.23568170299037,-60,0.0,0.0,1.0,Winter,No Holiday,Yes
01/22/2018,139,23,-42,79,29,0.26710593005575267,-73,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,96,0,-53,77,38,0.439432336543335,-87,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,120,1,-60,76,31,0.5833755701976685,-95,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,75,2,-75,65,39,1.0,-129,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,55,3,-86,68,33,1.0,-134,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,45,4,-95,49,43,1.0,-182,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,44,5,-105,46,30,1.0,-199,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,84,6,-115,47,32,1.0,-205,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,211,7,-125,41,45,1.0,-230,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,423,8,-130,41,40,1.0,-235,0.0,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,228,9,-133,36,35,1.0,-252,0.19,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,132,10,-121,34,35,0.9837810440952863,-248,0.62,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,184,11,-117,27,40,0.9670552458185504,-269,0.94,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,180,12,-113,27,37,0.9771920932589964,-266,1.18,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,189,13,-110,27,40,0.9792194627470856,-263,1.26,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,169,14,-104,30,43,1.0,-246,1.22,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,181,15,-97,32,36,1.0,-233,1.04,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,181,16,-101,34,43,1.0,-230,0.74,0.0,1.0,Winter,No Holiday,Yes
01/23/2018,239,17,-106,38,35,1.0,-222,0.38,0.0,0.9,Winter,No Holiday,Yes
01/23/2018,351,18,-115,43,24,1.0,-216,0.05,0.0,0.9,Winter,No Holiday,Yes
01/23/2018,248,19,-120,47,32,1.0,-210,0.0,0.0,0.9,Winter,No Holiday,Yes
01/23/2018,178,20,-125,52,30,1.0,-203,0.0,0.0,0.9,Winter,No Holiday,Yes
01/23/2018,145,21,-132,49,41,1.0,-216,0.0,0.0,0.9,Winter,No Holiday,Yes
01/23/2018,117,22,-139,45,40,1.0,-232,0.0,0.0,0.9,Winter,No Holiday,Yes
01/23/2018,106,23,-143,38,40,1.0,-255,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,90,0,-146,34,39,1.0,-270,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,89,1,-150,31,25,1.0,-283,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,50,2,-152,32,31,1.0,-282,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,32,3,-152,30,34,1.0,-289,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,24,4,-154,30,25,1.0,-291,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,34,5,-156,29,37,1.0,-296,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,71,6,-157,29,25,1.0,-297,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,164,7,-159,30,30,1.0,-295,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,364,8,-162,30,16,1.0,-298,0.0,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,192,9,-158,27,34,1.0,-305,0.2,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,90,10,-145,24,46,0.9503294475418145,-306,0.61,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,124,11,-131,25,38,0.9817536746071971,-290,0.96,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,121,12,-122,26,40,1.0,-278,1.17,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,140,13,-120,25,60,0.9427268119614799,-280,1.27,0.0,0.9,Winter,No Holiday,Yes
01/24/2018,125,14,-111,26,38,0.9898631525595538,-268,1.25,0.0,0.8,Winter,No Holiday,Yes
01/24/2018,149,15,-108,29,38,1.0,-254,1.06,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,124,16,-112,30,47,1.0,-253,0.77,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,203,17,-118,26,35,1.0,-274,0.39,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,297,18,-130,29,34,1.0,-273,0.05,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,211,19,-138,32,22,1.0,-269,0.0,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,125,20,-143,37,13,1.0,-258,0.0,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,132,21,-147,40,32,0.9660415610745058,-253,0.0,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,121,22,-152,45,40,1.0,-244,0.0,0.0,0.7,Winter,No Holiday,Yes
01/24/2018,82,23,-157,43,36,1.0,-254,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,78,0,-159,43,38,1.0,-256,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,68,1,-161,42,22,1.0,-260,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,60,2,-160,42,13,1.0,-259,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,32,3,-160,40,19,1.0,-265,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,22,4,-159,37,24,0.9923973644196655,-272,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,34,5,-158,37,27,1.0,-271,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,71,6,-161,33,30,1.0,-287,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,165,7,-162,33,22,1.0,-287,0.0,0.0,0.7,Winter,No Holiday,Yes
01/25/2018,349,8,-164,32,33,1.0,-292,0.01,0.0,0.6,Winter,No Holiday,Yes
01/25/2018,187,9,-162,33,29,1.0,-287,0.19,0.0,0.6,Winter,No Holiday,Yes
01/25/2018,105,10,-153,33,24,1.0,-279,0.56,0.0,0.6,Winter,No Holiday,Yes
01/25/2018,122,11,-138,25,35,0.9979726305119108,-296,0.91,0.0,0.6,Winter,No Holiday,Yes
01/25/2018,142,12,-128,25,32,0.9903699949315763,-287,1.16,0.0,0.6,Winter,No Holiday,Yes
01/25/2018,130,13,-114,27,39,1.0,-267,1.26,0.0,0.6,Winter,No Holiday,Yes
01/25/2018,160,14,-104,25,23,0.9903699949315763,-267,1.21,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,130,15,-97,28,37,1.0,-248,1.0,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,152,16,-96,31,26,0.9863152559553978,-236,0.66,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,170,17,-109,32,40,1.0,-244,0.28,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,288,18,-118,33,40,1.0,-248,0.04,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,178,19,-127,33,37,1.0,-256,0.0,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,141,20,-135,33,24,1.0,-263,0.0,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,137,21,-141,35,22,1.0,-262,0.0,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,113,22,-146,35,25,1.0,-267,0.0,0.0,0.5,Winter,No Holiday,Yes
01/25/2018,79,23,-149,35,28,1.0,-269,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,68,0,-151,34,17,1.0,-274,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,93,1,-153,34,17,1.0,-276,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,54,2,-156,33,22,1.0,-282,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,41,3,-159,34,29,1.0,-282,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,24,4,-164,36,15,1.0,-280,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,36,5,-169,38,23,1.0,-279,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,64,6,-174,40,16,1.0,-277,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,142,7,-175,38,34,1.0,-284,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,322,8,-178,40,25,1.0,-281,0.0,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,149,9,-175,37,38,0.9700963000506841,-287,0.21,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,96,10,-165,33,34,0.8494678155093766,-290,0.62,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,93,11,-156,31,33,0.9026862645717182,-289,0.93,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,111,12,-144,30,27,0.9523568170299036,-282,1.17,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,115,13,-133,28,27,0.9437404967055245,-279,1.26,0.0,0.5,Winter,No Holiday,Yes
01/26/2018,116,14,-121,27,25,0.9386720729853015,-273,1.25,0.0,0.4,Winter,No Holiday,Yes
01/26/2018,140,15,-114,27,33,0.9011657374556512,-267,0.0,0.0,0.4,Winter,No Holiday,Yes
01/26/2018,147,16,-108,28,27,0.8874809934110491,-258,0.77,0.0,0.4,Winter,No Holiday,Yes
01/26/2018,196,17,-115,31,33,0.8707551951343132,-252,0.41,0.0,0.3,Winter,No Holiday,Yes
01/26/2018,305,18,-127,33,25,0.9163710086163203,-256,0.05,0.0,0.3,Winter,No Holiday,Yes
01/26/2018,171,19,-132,33,24,0.9305625950329447,-261,0.0,0.0,0.3,Winter,No Holiday,Yes
01/26/2018,121,20,-137,35,17,0.9381652306132792,-259,0.0,0.0,0.3,Winter,No Holiday,Yes
01/26/2018,130,21,-141,36,18,0.9336036492650786,-259,0.0,0.0,0.3,Winter,No Holiday,Yes
01/26/2018,108,22,-146,40,18,0.8712620375063355,-252,0.0,0.0,0.3,Winter,No Holiday,Yes
01/26/2018,89,23,-144,38,27,0.8672072985301571,-256,0.0,0.0,0.3,Winter,No Holiday,Yes
01/27/2018,80,0,-150,42,12,0.8813988849467815,-250,0.0,0.0,0.3,Winter,No Holiday,Yes
