date,rented_bike_count,hour,temp_celcius,humidity_percent,wind_speed_m_per_s,visibility_10m,dew_point_temp_celcius,solar_radiation_mj_per_m2,rainfall_mm,snowfall_cm,seasons,holiday,functioning_day,day_of_week,holiday_code,functioning_day_code,seasons_code
2018-03-03,218,0,5,34,4,0.9437404967055245,-135,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,229,1,6,36,4,0.9660415610745058,-127,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,176,2,9,35,5,0.9270146984287886,-128,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,149,3,8,38,8,0.7942219969589457,-119,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,93,4,6,43,9,0.7967562088190572,-105,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,55,5,8,39,10,0.7278256462240242,-116,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,71,6,5,42,9,0.7683730359858083,-109,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,159,7,1,43,14,0.747592498732894,-110,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,306,8,4,38,18,0.7790167257982766,-123,0.16,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,329,9,22,30,15,0.7531677648251394,-136,0.81,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,354,10,51,27,12,0.7785098834262544,-124,1.54,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,431,11,81,21,21,0.8672072985301571,-129,2.15,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,605,12,107,16,17,0.8261530663963507,-141,2.56,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,771,13,122,14,16,0.9472883933096806,-145,2.75,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,1025,14,144,14,14,0.9153573238722756,-128,2.66,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,1238,15,160,14,22,0.9128231120121642,-115,2.33,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,1285,16,158,15,26,0.9325899645210339,-108,1.7,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,1197,17,150,22,25,0.9726305119107956,-65,0.96,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,920,18,139,26,19,0.9974657881398885,-53,0.41,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,630,19,127,32,23,1.0,-36,0.01,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,631,20,111,51,37,0.978205778003041,13,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,588,21,103,52,22,0.9204257475924987,8,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,516,22,102,49,17,0.9858084135833756,0,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-03-03,215,23,94,74,16,0.26964014191586416,49,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-03,161,0,85,87,9,0.1398884946781551,64,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,118,1,83,91,1,0.12924480486568676,69,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,95,2,83,95,3,0.10947795235681704,75,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,90,3,85,96,4,0.10694374049670553,78,0.0,0.1,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,34,4,88,95,2,0.0968068930562595,80,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,15,5,88,96,12,0.08565636087176888,81,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,20,6,86,96,7,0.09984794728839332,79,0.0,0.2,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,23,7,84,97,26,0.0481500253421186,79,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,70,8,83,97,6,0.06335529650278764,78,0.01,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,157,9,88,97,13,0.08565636087176888,83,0.2,0.2,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,239,10,98,90,8,0.15610745058286873,82,0.64,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,273,11,101,88,7,0.21591485048150025,81,0.34,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,358,12,107,85,9,0.1855043081601622,82,0.52,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,429,13,108,84,12,0.1890522047643183,81,0.44,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,475,14,112,83,11,0.24885960466294982,84,0.45,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,468,15,117,81,12,0.29853015712113534,85,0.53,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,396,16,117,82,11,0.3679675620881906,87,0.32,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,492,17,118,82,17,0.4880892042574759,88,0.4,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,436,18,115,81,15,0.7339077546882918,83,0.07,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,289,19,112,81,23,0.8043588443993918,80,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,26,20,113,80,12,0.9888494678155093,79,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,7,21,106,89,21,0.2934617334009123,88,0.0,2.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,8,22,96,92,25,0.3517486061834769,83,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-03,9,23,87,91,29,0.47136340598074,73,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-05-03,22,0,76,88,25,0.9868220983274201,57,0.0,9.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,23,1,70,88,25,1.0,51,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,9,2,63,89,22,0.7242777496198681,46,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,2,3,57,92,20,0.21844906234161177,44,0.0,1.5,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,4,4,51,90,26,0.49569183983781046,35,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,22,5,47,89,23,0.6158134820070957,30,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,20,6,42,87,20,0.9893563101875316,22,0.0,2.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,85,7,38,87,22,1.0,18,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,184,8,36,88,23,1.0,17,0.03,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,211,9,37,85,18,1.0,14,0.17,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,232,10,44,80,18,1.0,12,0.56,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,322,11,61,66,19,1.0,2,1.42,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,438,12,76,58,24,1.0,-1,1.85,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,465,13,83,51,20,1.0,-12,1.42,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,550,14,100,44,19,1.0,-17,2.46,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,637,15,103,43,25,1.0,-17,2.45,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,718,16,110,39,12,1.0,-24,1.96,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,865,17,100,43,14,1.0,-20,1.12,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,1155,18,81,47,17,1.0,-25,0.34,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,782,19,58,53,17,1.0,-30,0.02,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,578,20,43,57,13,1.0,-34,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,533,21,31,59,15,1.0,-41,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,466,22,23,63,10,1.0,-40,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-05-03,274,23,19,60,13,1.0,-50,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-06-03,224,0,13,69,8,1.0,-37,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,188,1,8,67,8,1.0,-46,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,122,2,3,71,9,0.9994931576279777,-43,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,82,3,1,71,4,1.0,-45,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,79,4,-5,75,6,0.983274201723264,-43,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,80,5,-9,78,6,0.8413583375570197,-42,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,214,6,-10,77,4,0.7861125190065889,-45,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,583,7,-10,78,6,0.7384693360364926,-43,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,997,8,-7,76,10,0.7268119614799796,-44,0.2,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,556,9,12,62,8,0.6644703497212366,-52,0.85,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,380,10,37,51,13,0.7952356817029903,-55,1.56,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,475,11,63,41,13,0.7562088190572731,-60,2.12,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,504,12,85,34,19,0.9371515458692347,-64,2.55,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,528,13,93,27,22,0.9067410035478966,-87,2.65,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,567,14,92,27,29,0.9391789153573238,-88,2.32,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,616,15,101,24,18,0.9183983781044095,-96,2.12,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,680,16,106,26,19,0.9771920932589964,-81,1.75,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,883,17,102,27,28,0.9118094272681195,-80,1.22,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,1246,18,87,28,32,1.0,-88,0.49,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,833,19,71,30,27,1.0,-93,0.02,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,666,20,61,31,28,1.0,-98,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,625,21,55,33,32,0.9974657881398885,-95,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,514,22,45,40,13,0.9346173340091231,-79,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-06-03,361,23,35,44,9,0.9518499746578813,-76,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-07-03,289,0,28,45,17,0.7430309173846933,-79,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,194,1,28,46,20,0.8525088697415103,-76,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,134,2,26,50,13,0.9807399898631525,-68,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,92,3,27,55,15,0.9944247339077545,-54,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,49,4,26,61,17,0.9989863152559553,-41,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,97,5,25,63,13,0.99341104916371,-38,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,232,6,24,65,18,0.9944247339077545,-35,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,598,7,22,65,19,1.0,-37,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,1032,8,26,63,16,0.9275215408008108,-37,0.14,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,566,9,38,58,20,0.8910288900152052,-37,0.49,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,410,10,52,52,15,0.9026862645717182,-38,0.74,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,441,11,80,43,17,0.9538773441459706,-38,1.74,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,550,12,96,39,18,0.9908768373035985,-37,2.09,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,509,13,99,39,19,0.9548910288900152,-34,1.61,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,505,14,98,38,9,0.9533705017739482,-38,0.93,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,620,15,102,34,23,0.9589457678661936,-49,1.19,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,646,16,104,36,32,0.9812468322351748,-40,1.02,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,849,17,104,37,10,1.0,-36,0.67,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,1365,18,96,42,20,1.0,-27,0.14,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,799,19,89,44,23,1.0,-27,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,587,20,85,46,10,0.988342625443487,-24,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,411,21,79,56,14,0.9873289406994423,-3,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,147,22,72,60,14,0.9635073492143943,0,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-07-03,48,23,60,79,20,0.4515965534718703,26,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-08-03,49,0,52,83,15,0.3578307146477446,25,0.0,0.5,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,23,1,47,86,7,0.34972123669538774,25,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,19,2,42,88,9,0.26659908768373036,23,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,12,3,38,90,8,0.21338063862138876,23,0.0,2.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,8,4,33,90,13,0.3319817536746072,18,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,17,5,31,90,12,0.4799797263051191,16,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,32,6,31,89,2,0.44399391789153575,14,0.0,1.5,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,64,7,30,90,7,0.27927014698428787,15,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,88,8,30,94,3,0.21135326913329955,21,0.01,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,100,9,34,90,15,0.1819564115560061,19,0.21,0.5,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,165,10,36,88,26,0.3314749113025849,17,0.44,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,290,11,45,82,20,0.6077040040547389,16,0.73,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,375,12,56,72,30,0.8479472883933096,9,0.89,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,405,13,67,65,32,0.8231120121642169,5,1.76,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,452,14,77,62,24,0.8773441459706031,8,1.64,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,555,15,92,53,33,0.9472883933096806,1,2.23,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,594,16,95,56,31,0.4901165737455651,11,1.1,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,757,17,75,64,43,0.25899645210339584,11,0.88,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,1091,18,59,68,34,0.2615306639635073,4,0.38,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,683,19,45,72,27,0.25443487075519516,-1,0.03,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,586,20,33,74,26,0.23669538773441462,-8,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,533,21,31,74,32,0.22199695894576787,-10,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,498,22,28,74,21,0.22402432843385708,-13,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-08-03,315,23,28,73,18,0.22351748606183477,-15,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-09-03,272,0,30,72,23,0.22605169792194627,-15,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,228,1,28,73,26,0.1956411556006082,-15,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,155,2,28,74,12,0.1966548403446528,-13,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,105,3,27,75,7,0.19766852508869742,-12,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,66,4,25,76,10,0.1905727318803852,-13,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,88,5,25,76,7,0.26203750633552964,-13,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,195,6,25,71,11,0.5210339584389254,-22,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,574,7,16,76,7,0.5053218449062341,-21,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,1041,8,18,67,7,0.957932083122149,-36,0.19,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,570,9,35,60,13,0.9842878864673086,-35,0.71,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,361,10,48,54,13,0.9599594526102382,-37,0.78,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,444,11,59,51,7,0.9320831221490116,-34,0.91,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,510,12,68,51,10,0.8058793715154586,-26,1.13,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,509,13,75,44,20,0.7597567156614292,-39,1.24,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,542,14,80,42,15,0.8428788646730866,-41,1.24,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,611,15,77,51,29,0.3258996452103396,-18,0.94,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,686,16,96,38,17,0.5195134313228585,-40,1.71,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,834,17,89,46,18,0.3862138874809934,-21,1.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,1231,18,70,55,20,0.34363912823112014,-14,0.35,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,718,19,54,60,39,0.4880892042574759,-17,0.02,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,535,20,43,67,11,0.5565129244804865,-12,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,537,21,35,69,14,0.5828687278256461,-16,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,521,22,29,69,12,0.5838824125696908,-22,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-09-03,309,23,25,72,15,0.5291434363912823,-20,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-10-03,328,0,21,74,14,0.4779523568170299,-20,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,305,1,20,75,10,0.319817536746072,-19,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,241,2,16,79,9,0.3335022807906741,-16,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,139,3,13,80,6,0.34363912823112014,-17,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,91,4,9,81,6,0.3005575266092245,-19,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,79,5,8,80,3,0.27268119614799796,-22,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,74,6,11,78,11,0.25899645210339584,-23,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,208,7,9,78,11,0.25747592498732896,-25,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,340,8,15,73,12,0.22250380131779016,-28,0.11,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,381,9,27,71,13,0.19817536746071973,-20,0.3,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,416,10,35,65,24,0.25950329447541814,-24,0.87,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,497,11,57,58,23,0.3411049163710086,-19,2.08,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,650,12,71,50,22,0.44703497212366955,-26,2.47,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,757,13,82,42,31,0.6254434870755194,-39,2.66,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,906,14,92,38,26,0.6842372022301064,-44,2.53,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,931,15,81,36,47,0.9817536746071971,-61,2.23,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,972,16,83,37,38,0.9325899645210339,-55,1.73,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,829,17,77,46,28,0.8150025342118601,-32,1.05,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,664,18,62,61,32,0.7014698428788646,-7,0.4,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,573,19,53,67,26,0.6523061327927014,-3,0.02,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,447,20,52,69,18,0.5924987328940698,0,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,470,21,50,73,22,0.580841358337557,5,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,421,22,50,75,22,0.5357323872275722,9,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-10-03,345,23,51,75,14,0.4678155093765839,10,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-11-03,376,0,51,77,19,0.35022807906741005,13,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,222,1,48,80,13,0.2818043588443994,16,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,171,2,47,78,15,0.22250380131779016,11,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,115,3,44,80,16,0.1855043081601622,12,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,80,4,42,81,13,0.15509376583882412,12,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,45,5,39,85,16,0.12012164216928536,16,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,63,6,34,85,15,0.10491637100861632,11,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,119,7,29,84,19,0.10846426761277243,4,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,212,8,28,82,12,0.10795742524075012,0,0.19,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,289,9,39,77,20,0.11961479979726306,2,0.65,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,394,10,59,69,26,0.15357323872275722,6,1.43,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,425,11,76,54,16,0.20425747592498733,-11,2.06,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,666,12,92,40,26,0.2863659401926001,-37,2.47,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,843,13,103,31,21,0.4348707551951343,-61,2.67,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,1154,14,116,20,27,0.8210846426761277,-106,2.69,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,1294,15,119,26,28,0.6644703497212366,-70,2.34,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,1205,16,119,25,27,0.7080587937151546,-75,1.83,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,1028,17,111,25,20,0.8808920425747592,-82,1.19,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,776,18,94,22,29,0.9974657881398885,-112,0.55,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-11-03,596,19,78,28,19,0.9908768373035985,-96,0.04,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
